10	15	20	25	30
14.35	19.95	26.5	33.5	39.95
14.4	20.55	25.95	33.55	39.85
14.3	19.8	26.45	33.4	40.15
14.35	20.05	26.8	33.65	40.1
14.4	19.9	26.75	33.5	40.15
14.25	20.5	26.5	33.65	39.9
14.5	19.85	26.45	33.75	39.95
14.45	19.5	26.7	33.2	40.15
14.3	19.45	26.8	33.15	40.1
14.45	19.2	26.85	33.25	39.95
